net,length_um
_03492_,13.26
_04692_,13.26
_02243_,13.24
_04383_,13.24
_05379_,13.24
_01677_,13.235
_01274_,13.23
_00942_,13.22
_01809_,13.22
_04278_,13.22
_04334_,13.22
_04920_,13.22
_04114_,13.21
_02056_,13.2
_02535_,13.2
_01702_,13.18
_02878_,13.18
_03473_,13.18
_03846_,13.18
_00329_,13.16
_02076_,13.16
_03305_,13.16
_02451_,13.15
_03801_,13.15
_00186_,13.14
_01056_,13.14
_01613_,13.14
_01723_,13.14
_02759_,13.14
_02871_,13.14
_03129_,13.14
_03919_,13.14
_03985_,13.14
_03384_,13.12
_04233_,13.12
_05245_,13.12
_01293_,13.1
_03854_,13.1
_04077_,13.095
_01145_,13.08
_02097_,13.08
_03648_,13.08
_04986_,13.08
product[17],13.08
_00088_,13.07
_00459_,13.06
_01314_,13.06
_01463_,13.06
_02915_,13.06
_04518_,13.06
_00784_,13.04
_02184_,13.04
_02585_,13.04
_03209_,13.04
_03701_,13.03
_00440_,13.02
_01184_,13.02
_01914_,13.02
_02306_,13.02
_04611_,13.02
_05181_,13.02
_01052_,13
_05127_,13
_00366_,12.98
_01836_,12.98
_02525_,12.98
_01757_,12.96
_03063_,12.96
net153,12.96
_01982_,12.94
_02573_,12.94
_03493_,12.94
_04426_,12.94
_05083_,12.94
_00692_,12.93
_00062_,12.92
_00147_,12.92
_02223_,12.92
_02776_,12.92
_02972_,12.92
_02997_,12.92
_04110_,12.92
_01082_,12.9
_01311_,12.9
_03907_,12.9
_03837_,12.88
_00650_,12.86
_03106_,12.86
_01224_,12.84
_01581_,12.84
_01772_,12.84
_02577_,12.84
_02916_,12.84
_03966_,12.84
_04324_,12.84
_04470_,12.84
_04999_,12.83
_00922_,12.82
_01713_,12.82
_02557_,12.8
_03158_,12.8
net165,12.8
_00364_,12.76
_02399_,12.76
_02657_,12.76
_04076_,12.76
_01575_,12.74
_01989_,12.74
_04590_,12.74
_05257_,12.74
_02504_,12.72
_05192_,12.72
_01653_,12.7
_02323_,12.7
_03587_,12.7
_04424_,12.7
_05365_,12.7
_00957_,12.68
_01100_,12.68
_01659_,12.68
_02210_,12.68
_02906_,12.68
_03526_,12.68
_03647_,12.68
_03941_,12.68
_04440_,12.68
_04458_,12.68
_04529_,12.68
_00244_,12.66
_00008_,12.65
_01451_,12.645
_00102_,12.64
_01803_,12.64
_03961_,12.64
_04944_,12.64
net173,12.64
product[10],12.62
product[26],12.62
product[4],12.62
product[52],12.62
product[61],12.62
_01632_,12.6
_03176_,12.59
_01934_,12.58
_03876_,12.58
net212,12.57
_00047_,12.56
_02153_,12.56
_02728_,12.56
_02933_,12.56
_03460_,12.56
_04277_,12.56
_04971_,12.56
_01146_,12.54
_01405_,12.54
_02063_,12.54
_04311_,12.54
_04782_,12.54
_04918_,12.54
_05581_,12.54
_05630_,12.54
_03198_,12.52
_03980_,12.52
_05547_,12.52
_01180_,12.5
_04094_,12.5
_04415_,12.5
mplier[22],12.5
_00870_,12.49
_01476_,12.49
_00702_,12.48
_03559_,12.48
_04241_,12.48
product[15],12.47
_00551_,12.46
_00848_,12.46
_01299_,12.46
_01541_,12.46
_03677_,12.46
_00455_,12.44
_00796_,12.44
_01735_,12.44
_02532_,12.44
_02849_,12.44
_01539_,12.42
_03035_,12.415
_01954_,12.4
_02520_,12.4
_03853_,12.4
_03988_,12.4
_01739_,12.38
mcand[19],12.38
mcand[1],12.38
_02328_,12.37
_00573_,12.36
_04323_,12.36
_02031_,12.34
_02725_,12.34
_03231_,12.34
_03378_,12.34
_03939_,12.34
_04034_,12.34
_04983_,12.34
_03430_,12.335
_05091_,12.335
_00424_,12.32
_03336_,12.32
_04414_,12.32
_05206_,12.32
_02437_,12.315
_02470_,12.3
_03285_,12.3
_03972_,12.3
_05071_,12.3
net180,12.3
_01419_,12.29
_01400_,12.28
net187,12.28
_02555_,12.27
_04858_,12.27
_01213_,12.26
_01533_,12.26
_02034_,12.26
mplier[30],12.25
_02125_,12.245
_00302_,12.24
_00823_,12.24
_01037_,12.24
_01071_,12.24
_01550_,12.24
_05507_,12.24
mplier[16],12.24
_00095_,12.22
_02704_,12.22
_02806_,12.22
_03630_,12.22
_03781_,12.22
_03927_,12.22
_04740_,12.21
_00414_,12.2
_03039_,12.2
_03544_,12.2
_04487_,12.2
_04502_,12.2
_02292_,12.18
_02774_,12.18
_03367_,12.18
_03700_,12.18
_03977_,12.18
_00721_,12.16
_00734_,12.16
_01712_,12.16
_01785_,12.16
_01790_,12.16
_02815_,12.16
_05588_,12.16
_01177_,12.14
_03132_,12.14
_04238_,12.14
_02855_,12.12
_02859_,12.12
_04890_,12.12
_05663_,12.12
_00015_,12.1
_00206_,12.1
_00567_,12.1
_00677_,12.1
_02823_,12.1
_03363_,12.1
_03713_,12.1
_03792_,12.1
_03225_,12.095
_02268_,12.08
_04741_,12.08
_05219_,12.08
net217,12.08
_00132_,12.06
_01832_,12.06
net138,12.05
_01391_,12.04
_01424_,12.04
_01562_,12.04
_02539_,12.04
_03553_,12.04
_00190_,12.02
_00709_,12.02
_02085_,12.02
_02472_,12.02
_02939_,12.02
_04130_,12.02
_04669_,12.02
_04676_,12.02
_05430_,12.02
product[62],12.02
_01186_,12
_01939_,12
_04647_,12
_04680_,12
_01636_,11.98
_02027_,11.98
_02139_,11.98
_03278_,11.98
_02025_,11.96
_02598_,11.96
_05324_,11.94
_00142_,11.92
_01897_,11.92
_02438_,11.92
_04471_,11.92
_04754_,11.92
_01523_,11.915
_05517_,11.91
_00016_,11.9
_02416_,11.9
_04850_,11.9
_01277_,11.895
_00144_,11.88
_00220_,11.88
_01529_,11.88
_01733_,11.88
_02019_,11.88
_02655_,11.88
_03065_,11.88
_04678_,11.88
_03222_,11.86
_03711_,11.86
_00764_,11.84
_05453_,11.84
_01583_,11.83
_00892_,11.82
_00913_,11.82
_01105_,11.82
_05157_,11.81
_01531_,11.805
_00727_,11.8
_00866_,11.8
_01124_,11.8
_01741_,11.8
_01869_,11.8
_04972_,11.8
_05525_,11.8
_02375_,11.79
_01001_,11.78
_01362_,11.78
_02409_,11.78
_02507_,11.78
_02631_,11.78
_03742_,11.78
_04065_,11.78
_04437_,11.78
_00353_,11.76
_02368_,11.76
_02592_,11.76
_03603_,11.76
_05162_,11.76
_00259_,11.74
_02293_,11.74
_05204_,11.74
_03669_,11.72
_04384_,11.72
_05577_,11.72
_00466_,11.7
_05139_,11.7
_00527_,11.68
_00572_,11.68
_01787_,11.68
_05508_,11.68
_01629_,11.66
_01923_,11.66
_02263_,11.66
_02304_,11.66
_02418_,11.66
_02515_,11.66
_03541_,11.66
_04923_,11.66
product[40],11.65
_01141_,11.64
_01432_,11.64
_01746_,11.64
_03359_,11.64
_01113_,11.62
_01122_,11.62
_01153_,11.62
_01475_,11.62
_01615_,11.62
_01661_,11.62
_01744_,11.62
_01996_,11.62
_04160_,11.62
_04305_,11.62
_03230_,11.6
_05102_,11.6
_01988_,11.59
_00462_,11.58
_02804_,11.58
_02891_,11.58
_04166_,11.58
_00994_,11.57
_00001_,11.56
_00396_,11.56
_01718_,11.56
_03150_,11.56
_03712_,11.56
_03755_,11.56
_04036_,11.56
_04540_,11.56
_04760_,11.56
_05128_,11.56
_05599_,11.56
_00432_,11.54
_01392_,11.54
_02750_,11.54
_04432_,11.54
_00568_,11.52
_01047_,11.52
_04318_,11.52
_04522_,11.52
_05367_,11.52
_00429_,11.5
_00907_,11.5
_03394_,11.5
_03771_,11.5
_03992_,11.5
_03882_,11.49
_00067_,11.48
_02946_,11.48
_03234_,11.48
mcand[29],11.48
_05214_,11.465
_01174_,11.46
_01666_,11.46
_01791_,11.46
_02249_,11.46
_02834_,11.46
_02879_,11.46
_05386_,11.46
mcand[7],11.46
mplier[3],11.46
_00759_,11.44
_02100_,11.44
_02642_,11.44
_05409_,11.44
_00380_,11.42
_00492_,11.42
_01528_,11.42
_01961_,11.42
_02531_,11.42
_02633_,11.42
_02734_,11.42
_04281_,11.42
_04282_,11.42
_05692_,11.42
net151,11.42
_01749_,11.415
_03841_,11.41
_00137_,11.4
_00287_,11.4
_01374_,11.4
_02431_,11.4
_05532_,11.4
_04109_,11.395
_04202_,11.39
_00651_,11.38
_03942_,11.38
_02453_,11.36
_00002_,11.34
_00458_,11.34
_03293_,11.34
_04171_,11.34
_04603_,11.33
_02394_,11.325
_00516_,11.32
_01618_,11.32
_02114_,11.32
_04069_,11.32
_05670_,11.32
_00157_,11.3
_01468_,11.3
_02496_,11.3
_03987_,11.3
_04150_,11.3
_00518_,11.28
_02013_,11.28
_02200_,11.28
_02717_,11.28
_03518_,11.28
_03576_,11.28
_05373_,11.28
_03246_,11.27
product[43],11.26
product[51],11.26
_01816_,11.24
_01868_,11.24
_01951_,11.24
_03298_,11.24
_05149_,11.24
_05438_,11.24
product[14],11.24
_02318_,11.23
_00162_,11.22
_00917_,11.22
_03263_,11.22
_04479_,11.22
_05429_,11.22
_01573_,11.2
_04711_,11.2
_04788_,11.2
_05398_,11.2
net211,11.2
_00000_,11.18
_00063_,11.18
_01924_,11.18
_04159_,11.18
_04513_,11.18
_05360_,11.18
_00825_,11.16
_01409_,11.16
_02299_,11.16
_04059_,11.16
_04473_,11.16
_05151_,11.16
_05263_,11.16
_05227_,11.15
_02844_,11.14
_00054_,11.12
_01345_,11.12
_03164_,11.12
_03400_,11.12
_04218_,11.12
_00256_,11.1
_01774_,11.1
_02040_,11.1
_04200_,11.1
net174,11.1
_04258_,11.09
_00064_,11.08
_00781_,11.08
_03658_,11.08
_03694_,11.08
_03868_,11.08
_05371_,11.08
_02921_,11.06
_03270_,11.06
_04177_,11.06
_01919_,11.055
_03502_,11.05
_00475_,11.04
_02044_,11.04
_04254_,11.04
_05220_,11.04
_01323_,11.02
mplier[13],11.02
mplier[9],11.02
_01022_,11
_01378_,11
_01807_,11
_02417_,11
_02861_,11
_03654_,11
_04259_,11
_04769_,11
_05163_,11
_00576_,10.98
_04673_,10.98
_00173_,10.96
_00476_,10.96
_01062_,10.96
_02259_,10.96
_03316_,10.96
_04997_,10.96
_02996_,10.955
_02874_,10.94
_05194_,10.92
_03962_,10.91
_00744_,10.9
_02924_,10.9
_05090_,10.9
_00253_,10.88
_01370_,10.88
_01796_,10.88
_01985_,10.88
_02357_,10.88
_03038_,10.88
_03456_,10.88
net183,10.88
_03708_,10.87
_04028_,10.87
_00732_,10.86
_01452_,10.86
_01770_,10.86
_01927_,10.86
_03033_,10.86
_04697_,10.86
_05563_,10.86
_01408_,10.84
_03448_,10.84
_04380_,10.84
_04836_,10.84
_01521_,10.82
_01925_,10.82
_03123_,10.82
_03249_,10.81
_00550_,10.8
_02381_,10.8
_03347_,10.8
_04468_,10.8
_05052_,10.8
_02510_,10.79
_00519_,10.78
_01761_,10.78
_02702_,10.78
_04227_,10.78
_04824_,10.78
_05546_,10.78
_00374_,10.76
_00438_,10.76
_01368_,10.76
_03362_,10.76
_04519_,10.76
_01239_,10.755
_00652_,10.74
_01090_,10.74
_01389_,10.74
_02498_,10.74
_03480_,10.74
_03520_,10.74
_04199_,10.74
_04925_,10.74
_05160_,10.74
_05460_,10.74
_03102_,10.73
_00118_,10.72
_00858_,10.72
_01568_,10.72
_02221_,10.72
_04460_,10.72
_02801_,10.71
_00826_,10.7
_00836_,10.7
_01094_,10.7
_01635_,10.7
_01729_,10.7
_02509_,10.695
_01160_,10.68
_01522_,10.67
_01229_,10.66
_02714_,10.66
_03348_,10.66
_03632_,10.66
_03922_,10.66
_04778_,10.66
product[63],10.66
_00296_,10.64
_01725_,10.64
_01986_,10.64
_01990_,10.64
_03023_,10.64
_03109_,10.635
_01014_,10.62
_01456_,10.62
_01481_,10.62
_03458_,10.62
_03671_,10.62
_05615_,10.62
net206,10.62
_01929_,10.6
_02552_,10.6
_04593_,10.6
_04828_,10.6
_05289_,10.6
_00052_,10.58
_01846_,10.58
_02448_,10.58
_02831_,10.58
_03486_,10.58
_02350_,10.56
_03325_,10.56
_03645_,10.56
mcand[26],10.56
_00675_,10.54
_02475_,10.54
_02712_,10.54
_04320_,10.54
_04368_,10.54
_05596_,10.54
mcand[13],10.54
net145,10.53
_02180_,10.52
_02462_,10.52
_03402_,10.52
_04070_,10.52
_04485_,10.52
_01063_,10.5
_01204_,10.5
_01722_,10.5
_01845_,10.5
_02428_,10.5
_02506_,10.5
_00127_,10.48
_02829_,10.48
_04178_,10.48
_01728_,10.46
_02404_,10.46
_04090_,10.46
_03149_,10.44
_03465_,10.44
_05061_,10.44
_02142_,10.43
_00216_,10.42
_01085_,10.42
_01926_,10.42
_02630_,10.42
_03083_,10.42
_03765_,10.42
_04115_,10.42
_04497_,10.42
_04739_,10.42
_01312_,10.4
_02653_,10.4
_05240_,10.4
_03954_,10.395
_03175_,10.39
_00745_,10.38
_02175_,10.38
_02287_,10.38
_02541_,10.38
_03500_,10.38
_04216_,10.38
_04943_,10.38
_01893_,10.36
_01918_,10.36
_04083_,10.36
_05134_,10.36
_05443_,10.36
_02502_,10.35
_03508_,10.35
_00481_,10.34
product[57],10.34
_01460_,10.335
_00482_,10.32
_05413_,10.32
product[45],10.32
product[50],10.32
_04574_,10.3
_05340_,10.3
_05679_,10.3
_01489_,10.29
_00100_,10.28
_00270_,10.28
_00590_,10.28
_00678_,10.28
_00705_,10.28
_03003_,10.28
_04818_,10.28
_05076_,10.28
net192,10.27
_01965_,10.26
_04469_,10.26
_04604_,10.26
_05119_,10.26
_05465_,10.26
_00874_,10.24
_01458_,10.24
_04315_,10.24
_04466_,10.24
_04865_,10.24
_00004_,10.2
_00710_,10.2
_01245_,10.2
_01445_,10.2
_03629_,10.2
_03979_,10.2
mcand[27],10.2
mcand[5],10.2
mplier[19],10.2
mplier[21],10.2
net182,10.2
_01436_,10.18
_01545_,10.18
_03195_,10.18
_03357_,10.18
_03423_,10.18
_03597_,10.18
_03775_,10.18
_04613_,10.18
_04631_,10.18
_00342_,10.16
_01641_,10.16
_05058_,10.16
_03200_,10.14
_03561_,10.14
_03826_,10.14
_03843_,10.14
_05372_,10.14
_02718_,10.12
_05682_,10.12
_03399_,10.1
_01792_,10.08
_02434_,10.08
_03802_,10.08
_04910_,10.08
_05012_,10.08
_05396_,10.08
mcand[15],10.08
mcand[18],10.08
mcand[30],10.08
mplier[23],10.08
mplier[7],10.08
mplier[8],10.08
_00714_,10.07
_01921_,10.06
_03542_,10.06
_04551_,10.06
net186,10.06
_00988_,10.04
_02235_,10.04
_02948_,10.04
_03408_,10.04
_04335_,10.04
_04984_,10.04
_04566_,10.03
_00037_,10.02
_02931_,10.015
_01328_,10
_01948_,10
_04506_,10
_04994_,10
_03844_,9.99
_02090_,9.98
_04272_,9.98
product[19],9.98
product[38],9.98
product[49],9.98
_00093_,9.96
_00119_,9.96
_00448_,9.96
_01906_,9.96
_02255_,9.96
_02436_,9.96
_02627_,9.96
_04534_,9.96
_00484_,9.94
_02978_,9.94
_03057_,9.94
_03517_,9.94
_03589_,9.94
_03691_,9.94
_03731_,9.94
_04129_,9.94
_04606_,9.94
_04717_,9.94
_01398_,9.93
_03291_,9.93
_00258_,9.92
_00357_,9.92
_00990_,9.92
_00992_,9.92
_01000_,9.92
_01057_,9.92
_01430_,9.92
_03840_,9.92
_03974_,9.92
_04989_,9.92
_05524_,9.92
_00743_,9.9
_03166_,9.9
_03636_,9.9
_03978_,9.9
_05236_,9.9
_04168_,9.895
_00681_,9.88
_00829_,9.88
_02473_,9.88
_02669_,9.88
_05184_,9.88
_00726_,9.86
_01375_,9.86
_03666_,9.86
_03814_,9.86
_00078_,9.84
_00644_,9.84
_02452_,9.84
_04058_,9.84
_05129_,9.84
_01899_,9.83
_00023_,9.82
_00649_,9.82
_00775_,9.82
_00960_,9.82
_01206_,9.82
_02011_,9.82
_02826_,9.82
_02923_,9.82
_03449_,9.82
_03563_,9.82
_04767_,9.82
_05042_,9.82
_03140_,9.8
_03634_,9.8
_04057_,9.8
_04985_,9.8
_05137_,9.8
_05241_,9.8
_05441_,9.8
_02138_,9.79
_00234_,9.78
_01294_,9.78
_02765_,9.78
_04273_,9.78
_04915_,9.78
mcand[0],9.77
_00509_,9.76
_00292_,9.74
_00415_,9.74
_00930_,9.74
_01908_,9.74
_03585_,9.74
_05361_,9.74
mcand[4],9.74
_01023_,9.72
_01059_,9.72
_02047_,9.72
_03412_,9.72
_04795_,9.72
_02755_,9.71
_02922_,9.71
_00057_,9.7
_00978_,9.7
_00995_,9.7
_01554_,9.7
_02111_,9.7
_02615_,9.7
_00704_,9.68
_00879_,9.68
_02122_,9.68
_03127_,9.68
_04039_,9.68
_01930_,9.66
_03410_,9.66
_04457_,9.66
_04504_,9.66
_05130_,9.66
_00997_,9.64
_01854_,9.64
_05217_,9.64
_02580_,9.63
_02244_,9.62
_04671_,9.62
_05098_,9.62
_05146_,9.62
_05399_,9.62
_00950_,9.6
_03963_,9.6
_04690_,9.6
_00937_,9.58
_01058_,9.58
_02071_,9.58
_03220_,9.58
_03432_,9.58
_03468_,9.58
_04020_,9.58
_04637_,9.58
_05549_,9.58
_03306_,9.56
_03626_,9.56
_00480_,9.54
_01831_,9.53
_00097_,9.52
_00906_,9.52
_03531_,9.52
_04660_,9.51
_00167_,9.5
_00213_,9.5
_00224_,9.5
_00304_,9.5
_01002_,9.5
_01123_,9.5
_01188_,9.5
_01248_,9.5
_01517_,9.5
_02425_,9.5
_03151_,9.5
_03762_,9.5
_03809_,9.5
_04914_,9.5
_05377_,9.5
_00242_,9.48
_00664_,9.48
_01070_,9.48
_02569_,9.48
_03066_,9.48
_03404_,9.48
_03540_,9.48
_04573_,9.48
_04790_,9.48
_05179_,9.48
_05392_,9.48
_04706_,9.47
_00191_,9.46
_00973_,9.46
_02250_,9.46
_02698_,9.46
_05222_,9.45
_00155_,9.44
_00359_,9.44
_04667_,9.44
_04973_,9.44
_03959_,9.42
_04649_,9.42
_05602_,9.42
_05195_,9.41
_00312_,9.4
_00369_,9.4
_01092_,9.4
_02121_,9.4
_02247_,9.4
_02530_,9.4
_02883_,9.4
_03733_,9.4
_04496_,9.4
_02385_,9.39
_01738_,9.38
_02430_,9.38
_03689_,9.38
_03873_,9.38
_05262_,9.38
_05680_,9.38
_00846_,9.36
_00964_,9.36
_01237_,9.36
_01381_,9.36
_01448_,9.36
_01786_,9.36
_02611_,9.36
_03405_,9.36
_03525_,9.36
_03889_,9.36
_04861_,9.36
_04968_,9.36
_04990_,9.36
_01730_,9.34
_02729_,9.34
_03045_,9.34
_03773_,9.34
_04834_,9.34
_00188_,9.32
_01912_,9.32
_02687_,9.32
_02748_,9.32
_03250_,9.32
_05110_,9.32
_00938_,9.31
_02581_,9.3
_00325_,9.28
_01685_,9.28
_01767_,9.28
_01958_,9.28
_02783_,9.28
_03092_,9.28
_03864_,9.28
_04580_,9.28
_05671_,9.28
_02411_,9.27
_03224_,9.27
_03377_,9.27
_02106_,9.26
_02196_,9.26
_02956_,9.26
_04835_,9.26
_05447_,9.26
_05505_,9.26
_00876_,9.255
_03709_,9.25
_00005_,9.24
_01291_,9.24
_02003_,9.24
_02131_,9.24
_03203_,9.24
_03403_,9.24
_03509_,9.24
_03858_,9.24
_04307_,9.24
_05169_,9.24
_02913_,9.22
_03566_,9.22
_00444_,9.21
_05001_,9.2
_00712_,9.18
_02397_,9.18
_04511_,9.18
mplier[1],9.18
_02550_,9.17
_01828_,9.16
_01950_,9.16
_02146_,9.16
_03546_,9.16
_04926_,9.16
_01981_,9.15
_01623_,9.14
_02761_,9.14
_01279_,9.12
_01902_,9.12
_02192_,9.12
_02604_,9.12
_05059_,9.12
_01616_,9.1
_02352_,9.1
_04314_,9.1
_04768_,9.1
_04012_,9.08
_04891_,9.08
_04963_,9.08
_02348_,9.06
_02587_,9.06
_03785_,9.06
_03958_,9.06
_04962_,9.06
_05228_,9.055
_01699_,9.04
_02797_,9.04
_03059_,9.04
_03161_,9.04
_04654_,9.04
_05422_,9.04
_00146_,9.03
_01225_,9.02
_02154_,9.02
_03018_,9.02
_04582_,9.02
_04626_,9.02
_04736_,9.02
_05106_,9.02
_05124_,9.02
_05207_,9.02
_00338_,9
_01844_,9
_04907_,9
_03295_,8.99
_00595_,8.98
_01664_,8.98
_03366_,8.98
_03389_,8.98
_04035_,8.98
_05454_,8.96
product[25],8.96
product[27],8.96
product[56],8.96
_00145_,8.94
_01254_,8.94
_02584_,8.94
_04746_,8.94
_05436_,8.94
_05444_,8.94
_00017_,8.92
_00148_,8.92
_00176_,8.92
_00487_,8.92
_01079_,8.92
_01190_,8.92
_02491_,8.92
_02707_,8.92
_03239_,8.92
_04956_,8.92
_05317_,8.92
_05504_,8.92
_04376_,8.915
_04581_,8.91
_00544_,8.9
_01107_,8.9
_02099_,8.9
_02279_,8.9
_02796_,8.9
_02830_,8.9
_03122_,8.9
_03271_,8.9
_03522_,8.9
_03547_,8.9
_04641_,8.9
_04682_,8.9
net195,8.89
_00591_,8.88
_01994_,8.88
_02694_,8.88
_03447_,8.88
_05458_,8.88
net209,8.88
_00125_,8.86
_00658_,8.86
_00875_,8.86
_01808_,8.86
_02449_,8.86
_05260_,8.86
mcand[16],8.84
mcand[22],8.84
mplier[11],8.84
mplier[28],8.84
_00795_,8.83
_04557_,8.83
_05023_,8.83
_00375_,8.82
_00407_,8.82
_00840_,8.82
_01255_,8.82
_02094_,8.82
_02495_,8.82
_02857_,8.82
_03696_,8.82
_04684_,8.82
_05026_,8.82
_02713_,8.81
_05043_,8.81
_01952_,8.8
_02559_,8.8
_03584_,8.8
_00700_,8.78
_01837_,8.78
_02457_,8.78
_02835_,8.78
_03311_,8.78
_03997_,8.78
_04184_,8.78
_04308_,8.78
_04777_,8.78
_04793_,8.78
_05229_,8.78
_05628_,8.76
_03422_,8.75
_02767_,8.74
_03577_,8.74
mplier[26],8.73
_02802_,8.72
mcand[2],8.72
mcand[3],8.72
mcand[8],8.72
mplier[14],8.72
mplier[17],8.72
mplier[29],8.72
_02412_,8.705
_00133_,8.7
_03575_,8.7
_03610_,8.7
_04413_,8.7
_04495_,8.7
_04979_,8.7
_05074_,8.7
_05648_,8.7
_00025_,8.68
_01215_,8.68
_02301_,8.68
_03118_,8.68
_05233_,8.68
_01110_,8.66
_02877_,8.66
_03735_,8.66
_04645_,8.66
_05609_,8.66
_05638_,8.66
_05639_,8.66
_03999_,8.655
_04333_,8.64
_02839_,8.62
_00388_,8.6
_01974_,8.6
_02331_,8.6
_02601_,8.6
_04260_,8.6
_04662_,8.6
_05002_,8.6
_05350_,8.6
_00295_,8.59
_05494_,8.59
_00525_,8.58
_01645_,8.58
_01737_,8.58
_01768_,8.58
_02672_,8.58
_03207_,8.58
_03656_,8.58
_04341_,8.58
_04348_,8.58
_04435_,8.58
_05527_,8.58
_01246_,8.575
_00073_,8.56
_00841_,8.56
_01200_,8.56
_01399_,8.56
_01794_,8.56
_02068_,8.56
_03236_,8.56
_04091_,8.56
_04791_,8.56
_05021_,8.56
_05044_,8.56
_05603_,8.56
_04055_,8.54
_05548_,8.54
_02975_,8.53
net188,8.53
_00336_,8.52
_05037_,8.52
_04612_,8.51
_00479_,8.5
_00701_,8.5
_00941_,8.5
_01719_,8.5
_02017_,8.5
_02354_,8.5
_03155_,8.5
_01909_,8.49
_01197_,8.48
_02790_,8.48
_02278_,8.47
_01626_,8.46
_02380_,8.46
_02616_,8.46
_02873_,8.46
_03184_,8.46
_03565_,8.46
_03788_,8.46
_03828_,8.46
_05193_,8.46
_05654_,8.46
_00921_,8.44
_01670_,8.44
_03435_,8.44
_03803_,8.44
_05148_,8.44
_05256_,8.44
_05535_,8.44
_05592_,8.44
_04617_,8.435
_02363_,8.42
_05382_,8.42
_00859_,8.4
_02791_,8.4
_05566_,8.4
_00868_,8.38
_05531_,8.38
_05662_,8.38
_00194_,8.36
_00594_,8.36
_00770_,8.36
_01388_,8.36
_01736_,8.36
_01814_,8.36
_02700_,8.36
_03235_,8.36
_03265_,8.36
_04064_,8.36
_04558_,8.36
_05072_,8.36
_05189_,8.36
_05234_,8.36
net167,8.36
_03168_,8.355
_01269_,8.34
_03996_,8.34
_04786_,8.34
_04898_,8.34
_05215_,8.34
_05669_,8.34
_01021_,8.32
_01150_,8.32
_02651_,8.32
_04270_,8.32
_05511_,8.32
_05353_,8.31
_01555_,8.3
_03353_,8.3
_04556_,8.3
net199,8.28
_02300_,8.255
product[1],8.25
product[20],8.25
_01331_,8.24
_02305_,8.24
_02460_,8.24
_03206_,8.24
_03545_,8.24
_03590_,8.24
_04381_,8.24
_05199_,8.24
_05431_,8.24
_00318_,8.22
_02189_,8.22
_02747_,8.22
_04607_,8.22
_02682_,8.21
_01128_,8.2
_02270_,8.2
_03462_,8.2
_04312_,8.2
_04844_,8.2
_04966_,8.2
_05125_,8.2
_05440_,8.2
_05554_,8.2
_05619_,8.2
_05352_,8.165
_00379_,8.16
_02199_,8.16
_03424_,8.16
_05309_,8.16
mcand[11],8.15
mplier[2],8.15
_01563_,8.14
_02722_,8.14
_03086_,8.14
_03530_,8.14
_03795_,8.14
_04207_,8.135
_00390_,8.12
_00723_,8.12
_01612_,8.12
_03046_,8.12
_04228_,8.12
_04595_,8.12
_04842_,8.12
_05025_,8.12
_05116_,8.12
_05182_,8.12
_00667_,8.1
_00689_,8.1
_01920_,8.1
_01922_,8.1
_02499_,8.1
_02676_,8.1
_03098_,8.1
_05104_,8.1
_05466_,8.1
_00226_,8.08
_00682_,8.08
_02893_,8.08
_03495_,8.08
_04029_,8.08
_04591_,8.08
_02170_,8.075
_00271_,8.06
_03071_,8.06
_03160_,8.06
_03379_,8.06
_05096_,8.06
_05645_,8.06
net164,8.06
_00562_,8.05
_03072_,8.04
_03699_,8.04
_04195_,8.04
_05479_,8.04
_05487_,8.04
_05587_,8.04
product[22],8.04
product[28],8.04
product[32],8.04
product[6],8.04
_04461_,8.03
_00104_,8.02
_00885_,8.02
_01705_,8.02
_01855_,8.02
_02095_,8.02
_02579_,8.02
_02845_,8.02
_03722_,8.02
_03753_,8.02
_05411_,8.01
product[11],8.01
_00068_,8
_00904_,8
_02059_,8
_04201_,8
_04524_,8
_05301_,8
_00019_,7.98
_00031_,7.98
_00736_,7.98
_00993_,7.98
_01080_,7.98
_03126_,7.98
_03276_,7.98
_04280_,7.98
_04385_,7.98
_04405_,7.98
_04514_,7.98
_04771_,7.98
_04053_,7.96
_04317_,7.94
_04537_,7.94
_00377_,7.925
_01231_,7.92
_02842_,7.91
_00463_,7.9
_00489_,7.9
_01038_,7.9
_02049_,7.9
_02211_,7.9
_02349_,7.9
_02768_,7.9
_03032_,7.9
_03142_,7.9
_03454_,7.9
_03727_,7.9
_03793_,7.9
_05018_,7.9
_05243_,7.9
_04375_,7.89
_01373_,7.88
_01382_,7.88
_02198_,7.88
_02929_,7.88
_03307_,7.88
_04147_,7.88
net177,7.88
_02594_,7.86
_02876_,7.86
_03241_,7.86
_03628_,7.86
_03751_,7.86
_03932_,7.86
_04141_,7.86
_04205_,7.86
_04672_,7.86
_05168_,7.86
_05247_,7.86
_05673_,7.86
_01127_,7.8
_02401_,7.8
_00306_,7.78
_00597_,7.78
_00643_,7.78
_00699_,7.78
_01084_,7.78
_01170_,7.78
_01628_,7.78
_02377_,7.78
_02382_,7.78
_02422_,7.78
_03061_,7.78
_03539_,7.78
_03573_,7.78
_03692_,7.78
_03835_,7.78
_03842_,7.78
_05082_,7.78
_03393_,7.77
_00056_,7.76
_00254_,7.76
_00640_,7.76
_02072_,7.76
_02096_,7.76
_04370_,7.76
_04880_,7.76
_05408_,7.76
_02238_,7.755
_05295_,7.75
_00111_,7.74
_00262_,7.74
_02245_,7.74
_03569_,7.74
_05267_,7.74
_01208_,7.7
_04912_,7.7
_05328_,7.7
_05597_,7.7
